Ai:	(6,5)	0.029428958892822266	0.029428958892822266
Player:	(6,6)	681.334796667099	681.3053677082062
Ai:	(4,3)	681.3777067661285	0.042910099029541016
Player:	(3,3)	691.9203915596008	10.54268479347229
Ai:	(3,4)	691.9720406532288	0.05164909362792969
Player:	(5,3)	1488.7891190052032	796.8170783519745
Ai:	(3,2)	1488.943704366684	0.1545853614807129
Player:	(3,5)	1668.509624004364	179.56591963768005
Ai:	(2,5)	1668.6831583976746	0.17353439331054688
Player:	(6,4)	2233.041416168213	564.3582577705383
Ai:	(7,6)	2233.2139544487	0.17253828048706055
Player:	(8,6)	2970.242235660553	737.028281211853
Ai:	(6,2)	2970.3789114952087	0.13667583465576172
Player:	(2,1)	3081.8225753307343	111.44366383552551
Ai:	(7,4)	3081.9961285591125	0.1735532283782959
Player:	(1,5)	3215.9714217185974	133.97529315948486
Ai:	(5,6)	3216.179862976074	0.20844125747680664
Player:	(4,6)	3490.735464811325	274.55560183525085
Ai:	(6,7)	3491.021698474884	0.28623366355895996
Player:	(8,4)	3861.2751524448395	370.25345396995544
Ai:	(6,3)	3861.6571295261383	0.3819770812988281
Player:	(5,8)	3991.9616672992706	130.30453777313232
Ai:	(4,2)	3992.253393650055	0.29172635078430176
Player:	(6,1)	4924.50576710701	932.252373456955
Ai:	(7,3)	4924.82291841507	0.3171513080596924
Player:	(4,1)	4934.735388040543	9.912469625473022
Ai:	(3,1)	4935.156566143036	0.42117810249328613
Player:	(8,3)	4944.871542692184	9.71497654914856
Ai:	(1,1)	4945.178720235825	0.3071775436401367
Player:	(2,3)	5099.337344646454	154.15862441062927
Ai:	(3,6)	5099.592661142349	0.25531649589538574
Player:	(2,6)	5394.594199180603	295.0015380382538
Ai:	(5,1)	5394.787682294846	0.1934831142425537
Player:	(7,5)	5410.935431241989	16.147748947143555
Ai:	(8,5)	5411.088453054428	0.15302181243896484
Player:	(2,4)	5430.024526596069	18.936073541641235
Ai:	(3,7)	5430.230974197388	0.20644760131835938
Player:	(4,8)	5439.091819286346	8.86084508895874
Ai:	(7,1)	5439.486762523651	0.3949432373046875
Player:	(4,7)	5466.45369386673	26.966931343078613
Ai:	(7,8)	5466.7045311927795	0.2508373260498047
Player:	(6,8)	6299.365919351578	832.6613881587982
Ai:	(3,8)	6299.627194881439	0.2612755298614502
Player:	(2,8)	8090.850253343582	1791.223058462143
Ai:	(1,8)	8091.148469924927	0.2982165813446045
Player:	(5,7)	8232.658416509628	141.50994658470154
Ai:	(5,2)	8232.876861810684	0.2184453010559082
Player:	(2,2)	8426.413442611694	193.53658080101013
Ai:	(1,2)	8426.55633354187	0.14289093017578125
Player:	(1,3)	8441.908454179764	15.352120637893677
Ai:	(1,4)	8441.990234375	0.08178019523620605
Player:	(1,4)	8442.005194187164	0.01495981216430664
Ai:	(1,6)	8442.063066005707	0.05787181854248047
Player:	(1,7)	8916.859956026077	474.7968900203705
Ai:	(2,7)	8916.908825397491	0.04886937141418457
Player:	(2,7)	8916.92079257965	0.011967182159423828
Ai:	(7,2)	8916.974648952484	0.05385637283325195
Player:	(8,2)	8939.410545825958	22.43589687347412
Ai:	(8,1)	8939.449505329132	0.038959503173828125
Player:	(8,1)	8939.465371608734	0.01586627960205078
Ai:	(8,7)	8939.499309062958	0.03393745422363281
Player:	(7,7)	8941.669939517975	2.17063045501709
Ai:	(8,8)	8941.685926914215	0.015987396240234375
Player:	(8,8)	8941.70085811615	0.014931201934814453
