Ai:	(6,5)	0.03523588180541992	0.035245656967163086
Random:	(4,6)	10.050005912780762	10.014774322509766
Ai:	(3,4)	10.125444889068604	0.07542133331298828
Random:	(6,3)	24.144588947296143	14.019162654876709
Ai:	(4,7)	24.25896143913269	0.11434435844421387
Random:	(2,4)	40.2798216342926	16.020869970321655
Ai:	(4,3)	40.37894010543823	0.09910321235656738
Random:	(5,2)	53.39713144302368	13.018191814422607
Ai:	(4,2)	53.475470542907715	0.07832574844360352
Random:	(5,6)	65.49288272857666	12.01741909980774
Ai:	(1,4)	65.70364379882812	0.21074771881103516
Random:	(7,5)	85.72923874855042	20.02560019493103
Ai:	(5,7)	86.0172643661499	0.2880120277404785
Random:	(3,2)	97.03359293937683	11.01633095741272
Ai:	(6,4)	97.17577505111694	0.14217257499694824
Random:	(6,7)	110.1945469379425	13.01877760887146
Ai:	(7,4)	110.56465768814087	0.37009501457214355
Random:	(5,3)	127.58759593963623	17.0229434967041
Ai:	(4,1)	128.08352518081665	0.49591636657714844
Random:	(5,1)	146.10761332511902	18.024092197418213
Ai:	(6,1)	146.76920700073242	0.6615815162658691
Random:	(6,6)	163.792067527771	17.02286148071289
Ai:	(6,8)	164.47972702980042	0.6876459121704102
Random:	(3,5)	182.50288701057434	18.0231671333313
Ai:	(3,6)	182.92860746383667	0.4257078170776367
Random:	(7,6)	196.9481418132782	14.019538640975952
Ai:	(8,5)	197.44947934150696	0.5013241767883301
Random:	(3,1)	217.47525763511658	20.025779485702515
Ai:	(3,3)	217.74662041664124	0.2713491916656494
Random:	(7,1)	235.7692255973816	18.022610187530518
Ai:	(2,2)	235.85282444953918	0.08358430862426758
Random:	(2,1)	254.87710976600647	19.024296283721924
